DRS,DISTRICT,PERIODE,temperature_moyenne,temperature_max,temperature_min,precipitation,humidite,vent,rayonnement_solaire
DRS Dakar,Dakar Centre,2021-01-01,21.04,23.28,19.53,0.06,71.73,5.4,5.13
DRS Dakar,Dakar Centre,2021-02-01,19.87,22.08,18.72,1.68,78.41,5.11,5.25
DRS Dakar,Dakar Centre,2021-03-01,19.75,21.1,18.93,8.03,84.41,5.43,6.81
DRS Dakar,Dakar Centre,2021-04-01,20.2,21.21,19.62,0.39,89.08,4.79,7.11
DRS Dakar,Dakar Centre,2021-05-01,21.0,21.63,20.55,0.97,89.98,4.55,6.59
DRS Dakar,Dakar Centre,2021-06-01,24.56,25.01,24.13,40.94,88.71,3.76,5.9
DRS Dakar,Dakar Centre,2021-07-01,26.46,26.84,26.12,37.93,82.61,4.11,5.92
DRS Dakar,Dakar Centre,2021-08-01,27.49,27.87,27.13,276.57,84.46,3.91,5.32
DRS Dakar,Dakar Centre,2021-09-01,28.19,28.59,27.79,198.16,82.51,3.25,5.81
DRS Dakar,Dakar Centre,2021-10-01,28.38,28.98,27.79,44.37,79.19,3.5,5.32
DRS Dakar,Dakar Centre,2021-11-01,27.18,28.03,26.43,5.22,76.25,4.24,5.22
DRS Dakar,Dakar Centre,2021-12-01,24.69,26.57,23.28,2.21,73.86,4.5,4.35
DRS Dakar,Dakar Centre,2022-01-01,24.16,25.9,22.71,1.09,70.39,5.0,4.85
DRS Dakar,Dakar Centre,2022-02-01,22.0,24.07,20.63,0.62,72.83,5.25,5.97
DRS Dakar,Dakar Centre,2022-03-01,18.91,20.28,18.08,1.64,84.11,5.55,6.46
DRS Dakar,Dakar Centre,2022-04-01,19.91,20.89,19.27,0.1,88.4,5.19,6.99
DRS Dakar,Dakar Centre,2022-05-01,22.37,23.06,21.84,18.51,89.7,4.05,6.58
DRS Dakar,Dakar Centre,2022-06-01,25.46,25.92,25.04,80.46,87.79,3.94,5.98
DRS Dakar,Dakar Centre,2022-07-01,26.98,27.32,26.6,123.7,84.09,4.54,5.59
DRS Dakar,Dakar Centre,2022-08-01,27.76,28.11,27.41,232.2,83.5,4.47,5.31
DRS Dakar,Dakar Centre,2022-09-01,27.91,28.27,27.54,231.06,83.65,4.02,5.36
DRS Dakar,Dakar Centre,2022-10-01,28.28,28.87,27.72,84.05,80.15,3.13,5.46
DRS Dakar,Dakar Centre,2022-11-01,27.42,28.88,26.02,0.96,68.77,3.8,5.08
DRS Dakar,Dakar Centre,2022-12-01,25.0,26.57,23.43,4.51,71.63,4.6,5.38
DRS Dakar,Dakar Centre,2023-01-01,22.75,24.72,21.15,1.86,69.1,4.64,4.94
DRS Dakar,Dakar Centre,2023-02-01,19.68,21.16,18.79,0.55,82.58,5.71,5.48
DRS Dakar,Dakar Centre,2023-03-01,21.04,22.76,20.1,0.61,86.09,3.75,6.82
DRS Dakar,Dakar Centre,2023-04-01,21.79,23.14,21.06,0.35,86.73,4.68,6.8
DRS Dakar,Dakar Centre,2023-05-01,24.18,24.93,23.57,0.54,86.15,4.6,6.52
DRS Dakar,Dakar Centre,2023-06-01,26.32,26.7,25.95,12.09,84.91,4.55,6.63
DRS Dakar,Dakar Centre,2023-07-01,28.02,28.43,27.6,152.82,83.01,3.77,5.71
DRS Dakar,Dakar Centre,2023-08-01,28.25,28.57,27.92,282.91,84.17,4.22,5.4
DRS Dakar,Dakar Centre,2023-09-01,28.7,29.13,28.25,187.15,81.79,3.25,5.45
DRS Dakar,Dakar Centre,2023-10-01,28.97,29.39,28.56,36.64,79.38,3.05,5.5
DRS Dakar,Dakar Centre,2023-11-01,27.58,28.69,26.48,0.89,73.43,4.19,5.53
DRS Dakar,Dakar Centre,2023-12-01,25.07,27.12,23.37,1.13,69.46,4.96,5.12
DRS Dakar,Dakar Centre,2024-01-01,24.26,26.45,22.61,1.75,72.33,4.34,5.15
DRS Dakar,Dakar Centre,2024-02-01,24.09,26.8,22.36,0.2,70.34,4.67,5.79
DRS Dakar,Dakar Centre,2024-03-01,20.79,21.63,20.15,0.0,86.83,5.32,6.67
DRS Dakar,Dakar Centre,2024-04-01,21.76,23.19,20.98,0.27,85.82,4.6,6.87
DRS Dakar,Dakar Centre,2024-05-01,23.62,24.33,23.11,0.52,87.53,4.31,6.76
DRS Dakar,Dakar Centre,2024-06-01,25.1,25.44,24.7,102.46,86.08,4.38,6.26
DRS Dakar,Dakar Centre,2024-07-01,27.13,27.43,26.8,109.11,85.24,4.37,5.43
DRS Dakar,Dakar Centre,2024-08-01,28.02,28.35,27.7,140.81,84.06,4.63,5.23
DRS Dakar,Dakar Centre,2024-09-01,27.99,28.38,27.58,234.28,83.62,3.99,4.95
DRS Dakar,Dakar Centre,2024-10-01,28.17,28.77,27.63,83.83,82.39,3.36,5.21
DRS Dakar,Dakar Centre,2024-11-01,27.33,28.66,26.09,0.15,76.78,3.51,5.49
DRS Dakar,Dakar Centre,2024-12-01,25.34,27.14,23.74,0.45,63.84,4.96,4.29
DRS Dakar,Dakar Nord,2021-01-01,21.04,23.28,19.53,0.06,71.73,5.4,5.13
DRS Dakar,Dakar Nord,2021-02-01,19.87,22.08,18.72,1.68,78.41,5.11,5.25
DRS Dakar,Dakar Nord,2021-03-01,19.75,21.1,18.93,8.03,84.41,5.43,6.81
DRS Dakar,Dakar Nord,2021-04-01,20.2,21.21,19.62,0.39,89.08,4.79,7.11
DRS Dakar,Dakar Nord,2021-05-01,21.0,21.63,20.55,0.97,89.98,4.55,6.59
DRS Dakar,Dakar Nord,2021-06-01,24.56,25.01,24.13,40.94,88.71,3.76,5.9
DRS Dakar,Dakar Nord,2021-07-01,26.46,26.84,26.12,37.93,82.61,4.11,5.92
DRS Dakar,Dakar Nord,2021-08-01,27.49,27.87,27.13,276.57,84.46,3.91,5.32
DRS Dakar,Dakar Nord,2021-09-01,28.19,28.59,27.79,198.16,82.51,3.25,5.81
DRS Dakar,Dakar Nord,2021-10-01,28.38,28.98,27.79,44.37,79.19,3.5,5.32
DRS Dakar,Dakar Nord,2021-11-01,27.18,28.03,26.43,5.22,76.25,4.24,5.22
DRS Dakar,Dakar Nord,2021-12-01,24.69,26.57,23.28,2.21,73.86,4.5,4.35
DRS Dakar,Dakar Nord,2022-01-01,24.16,25.9,22.71,1.09,70.39,5.0,4.85
DRS Dakar,Dakar Nord,2022-02-01,22.0,24.07,20.63,0.62,72.83,5.25,5.97
DRS Dakar,Dakar Nord,2022-03-01,18.91,20.28,18.08,1.64,84.11,5.55,6.46
DRS Dakar,Dakar Nord,2022-04-01,19.91,20.89,19.27,0.1,88.4,5.19,6.99
DRS Dakar,Dakar Nord,2022-05-01,22.37,23.06,21.84,18.51,89.7,4.05,6.58
DRS Dakar,Dakar Nord,2022-06-01,25.46,25.92,25.04,80.46,87.79,3.94,5.98
DRS Dakar,Dakar Nord,2022-07-01,26.98,27.32,26.6,123.7,84.09,4.54,5.59
DRS Dakar,Dakar Nord,2022-08-01,27.76,28.11,27.41,232.2,83.5,4.47,5.31
DRS Dakar,Dakar Nord,2022-09-01,27.91,28.27,27.54,231.06,83.65,4.02,5.36
DRS Dakar,Dakar Nord,2022-10-01,28.28,28.87,27.72,84.05,80.15,3.13,5.46
DRS Dakar,Dakar Nord,2022-11-01,27.42,28.88,26.02,0.96,68.77,3.8,5.08
DRS Dakar,Dakar Nord,2022-12-01,25.0,26.57,23.43,4.51,71.63,4.6,5.38
DRS Dakar,Dakar Nord,2023-01-01,22.75,24.72,21.15,1.86,69.1,4.64,4.94
DRS Dakar,Dakar Nord,2023-02-01,19.68,21.16,18.79,0.55,82.58,5.71,5.48
DRS Dakar,Dakar Nord,2023-03-01,21.04,22.76,20.1,0.61,86.09,3.75,6.82
DRS Dakar,Dakar Nord,2023-04-01,21.79,23.14,21.06,0.35,86.73,4.68,6.8
DRS Dakar,Dakar Nord,2023-05-01,24.18,24.93,23.57,0.54,86.15,4.6,6.52
DRS Dakar,Dakar Nord,2023-06-01,26.32,26.7,25.95,12.09,84.91,4.55,6.63
DRS Dakar,Dakar Nord,2023-07-01,28.02,28.43,27.6,152.82,83.01,3.77,5.71
DRS Dakar,Dakar Nord,2023-08-01,28.25,28.57,27.92,282.91,84.17,4.22,5.4
DRS Dakar,Dakar Nord,2023-09-01,28.7,29.13,28.25,187.15,81.79,3.25,5.45
DRS Dakar,Dakar Nord,2023-10-01,28.97,29.39,28.56,36.64,79.38,3.05,5.5
DRS Dakar,Dakar Nord,2023-11-01,27.58,28.69,26.48,0.89,73.43,4.19,5.53
DRS Dakar,Dakar Nord,2023-12-01,25.07,27.12,23.37,1.13,69.46,4.96,5.12
DRS Dakar,Dakar Nord,2024-01-01,24.26,26.45,22.61,1.75,72.33,4.34,5.15
DRS Dakar,Dakar Nord,2024-02-01,24.09,26.8,22.36,0.2,70.34,4.67,5.79
DRS Dakar,Dakar Nord,2024-03-01,20.79,21.63,20.15,0.0,86.83,5.32,6.67
DRS Dakar,Dakar Nord,2024-04-01,21.76,23.19,20.98,0.27,85.82,4.6,6.87
DRS Dakar,Dakar Nord,2024-05-01,23.62,24.33,23.11,0.52,87.53,4.31,6.76
DRS Dakar,Dakar Nord,2024-06-01,25.1,25.44,24.7,102.46,86.08,4.38,6.26
DRS Dakar,Dakar Nord,2024-07-01,27.13,27.43,26.8,109.11,85.24,4.37,5.43
DRS Dakar,Dakar Nord,2024-08-01,28.02,28.35,27.7,140.81,84.06,4.63,5.23
DRS Dakar,Dakar Nord,2024-09-01,27.99,28.38,27.58,234.28,83.62,3.99,4.95
DRS Dakar,Dakar Nord,2024-10-01,28.17,28.77,27.63,83.83,82.39,3.36,5.21
DRS Dakar,Dakar Nord,2024-11-01,27.33,28.66,26.09,0.15,76.78,3.51,5.49
DRS Dakar,Dakar Nord,2024-12-01,25.34,27.14,23.74,0.45,63.84,4.96,4.29
DRS Dakar,Dakar Ouest,2021-01-01,21.04,23.28,19.53,0.06,71.73,5.4,5.13
DRS Dakar,Dakar Ouest,2021-02-01,19.87,22.08,18.72,1.68,78.41,5.11,5.25
DRS Dakar,Dakar Ouest,2021-03-01,19.75,21.1,18.93,8.03,84.41,5.43,6.81
DRS Dakar,Dakar Ouest,2021-04-01,20.2,21.21,19.62,0.39,89.08,4.79,7.11
DRS Dakar,Dakar Ouest,2021-05-01,21.0,21.63,20.55,0.97,89.98,4.55,6.59
DRS Dakar,Dakar Ouest,2021-06-01,24.56,25.01,24.13,40.94,88.71,3.76,5.9
DRS Dakar,Dakar Ouest,2021-07-01,26.46,26.84,26.12,37.93,82.61,4.11,5.92
DRS Dakar,Dakar Ouest,2021-08-01,27.49,27.87,27.13,276.57,84.46,3.91,5.32
DRS Dakar,Dakar Ouest,2021-09-01,28.19,28.59,27.79,198.16,82.51,3.25,5.81
DRS Dakar,Dakar Ouest,2021-10-01,28.38,28.98,27.79,44.37,79.19,3.5,5.32
DRS Dakar,Dakar Ouest,2021-11-01,27.18,28.03,26.43,5.22,76.25,4.24,5.22
DRS Dakar,Dakar Ouest,2021-12-01,24.69,26.57,23.28,2.21,73.86,4.5,4.35
DRS Dakar,Dakar Ouest,2022-01-01,24.16,25.9,22.71,1.09,70.39,5.0,4.85
DRS Dakar,Dakar Ouest,2022-02-01,22.0,24.07,20.63,0.62,72.83,5.25,5.97
DRS Dakar,Dakar Ouest,2022-03-01,18.91,20.28,18.08,1.64,84.11,5.55,6.46
DRS Dakar,Dakar Ouest,2022-04-01,19.91,20.89,19.27,0.1,88.4,5.19,6.99
DRS Dakar,Dakar Ouest,2022-05-01,22.37,23.06,21.84,18.51,89.7,4.05,6.58
DRS Dakar,Dakar Ouest,2022-06-01,25.46,25.92,25.04,80.46,87.79,3.94,5.98
DRS Dakar,Dakar Ouest,2022-07-01,26.98,27.32,26.6,123.7,84.09,4.54,5.59
DRS Dakar,Dakar Ouest,2022-08-01,27.76,28.11,27.41,232.2,83.5,4.47,5.31
DRS Dakar,Dakar Ouest,2022-09-01,27.91,28.27,27.54,231.06,83.65,4.02,5.36
DRS Dakar,Dakar Ouest,2022-10-01,28.28,28.87,27.72,84.05,80.15,3.13,5.46
DRS Dakar,Dakar Ouest,2022-11-01,27.42,28.88,26.02,0.96,68.77,3.8,5.08
DRS Dakar,Dakar Ouest,2022-12-01,25.0,26.57,23.43,4.51,71.63,4.6,5.38
DRS Dakar,Dakar Ouest,2023-01-01,22.75,24.72,21.15,1.86,69.1,4.64,4.94
DRS Dakar,Dakar Ouest,2023-02-01,19.68,21.16,18.79,0.55,82.58,5.71,5.48
DRS Dakar,Dakar Ouest,2023-03-01,21.04,22.76,20.1,0.61,86.09,3.75,6.82
DRS Dakar,Dakar Ouest,2023-04-01,21.79,23.14,21.06,0.35,86.73,4.68,6.8
DRS Dakar,Dakar Ouest,2023-05-01,24.18,24.93,23.57,0.54,86.15,4.6,6.52
DRS Dakar,Dakar Ouest,2023-06-01,26.32,26.7,25.95,12.09,84.91,4.55,6.63
DRS Dakar,Dakar Ouest,2023-07-01,28.02,28.43,27.6,152.82,83.01,3.77,5.71
DRS Dakar,Dakar Ouest,2023-08-01,28.25,28.57,27.92,282.91,84.17,4.22,5.4
DRS Dakar,Dakar Ouest,2023-09-01,28.7,29.13,28.25,187.15,81.79,3.25,5.45
DRS Dakar,Dakar Ouest,2023-10-01,28.97,29.39,28.56,36.64,79.38,3.05,5.5
DRS Dakar,Dakar Ouest,2023-11-01,27.58,28.69,26.48,0.89,73.43,4.19,5.53
DRS Dakar,Dakar Ouest,2023-12-01,25.07,27.12,23.37,1.13,69.46,4.96,5.12
DRS Dakar,Dakar Ouest,2024-01-01,24.26,26.45,22.61,1.75,72.33,4.34,5.15
DRS Dakar,Dakar Ouest,2024-02-01,24.09,26.8,22.36,0.2,70.34,4.67,5.79
DRS Dakar,Dakar Ouest,2024-03-01,20.79,21.63,20.15,0.0,86.83,5.32,6.67
DRS Dakar,Dakar Ouest,2024-04-01,21.76,23.19,20.98,0.27,85.82,4.6,6.87
DRS Dakar,Dakar Ouest,2024-05-01,23.62,24.33,23.11,0.52,87.53,4.31,6.76
DRS Dakar,Dakar Ouest,2024-06-01,25.1,25.44,24.7,102.46,86.08,4.38,6.26
DRS Dakar,Dakar Ouest,2024-07-01,27.13,27.43,26.8,109.11,85.24,4.37,5.43
DRS Dakar,Dakar Ouest,2024-08-01,28.02,28.35,27.7,140.81,84.06,4.63,5.23
DRS Dakar,Dakar Ouest,2024-09-01,27.99,28.38,27.58,234.28,83.62,3.99,4.95
DRS Dakar,Dakar Ouest,2024-10-01,28.17,28.77,27.63,83.83,82.39,3.36,5.21
DRS Dakar,Dakar Ouest,2024-11-01,27.33,28.66,26.09,0.15,76.78,3.51,5.49
DRS Dakar,Dakar Ouest,2024-12-01,25.34,27.14,23.74,0.45,63.84,4.96,4.29
DRS Dakar,Dakar Sud,2021-01-01,21.04,23.28,19.53,0.06,71.73,5.4,5.13
DRS Dakar,Dakar Sud,2021-02-01,19.87,22.08,18.72,1.68,78.41,5.11,5.25
DRS Dakar,Dakar Sud,2021-03-01,19.75,21.1,18.93,8.03,84.41,5.43,6.81
DRS Dakar,Dakar Sud,2021-04-01,20.2,21.21,19.62,0.39,89.08,4.79,7.11
DRS Dakar,Dakar Sud,2021-05-01,21.0,21.63,20.55,0.97,89.98,4.55,6.59
DRS Dakar,Dakar Sud,2021-06-01,24.56,25.01,24.13,40.94,88.71,3.76,5.9
DRS Dakar,Dakar Sud,2021-07-01,26.46,26.84,26.12,37.93,82.61,4.11,5.92
DRS Dakar,Dakar Sud,2021-08-01,27.49,27.87,27.13,276.57,84.46,3.91,5.32
DRS Dakar,Dakar Sud,2021-09-01,28.19,28.59,27.79,198.16,82.51,3.25,5.81
DRS Dakar,Dakar Sud,2021-10-01,28.38,28.98,27.79,44.37,79.19,3.5,5.32
DRS Dakar,Dakar Sud,2021-11-01,27.18,28.03,26.43,5.22,76.25,4.24,5.22
DRS Dakar,Dakar Sud,2021-12-01,24.69,26.57,23.28,2.21,73.86,4.5,4.35
DRS Dakar,Dakar Sud,2022-01-01,24.16,25.9,22.71,1.09,70.39,5.0,4.85
DRS Dakar,Dakar Sud,2022-02-01,22.0,24.07,20.63,0.62,72.83,5.25,5.97
DRS Dakar,Dakar Sud,2022-03-01,18.91,20.28,18.08,1.64,84.11,5.55,6.46
DRS Dakar,Dakar Sud,2022-04-01,19.91,20.89,19.27,0.1,88.4,5.19,6.99
DRS Dakar,Dakar Sud,2022-05-01,22.37,23.06,21.84,18.51,89.7,4.05,6.58
DRS Dakar,Dakar Sud,2022-06-01,25.46,25.92,25.04,80.46,87.79,3.94,5.98
DRS Dakar,Dakar Sud,2022-07-01,26.98,27.32,26.6,123.7,84.09,4.54,5.59
DRS Dakar,Dakar Sud,2022-08-01,27.76,28.11,27.41,232.2,83.5,4.47,5.31
DRS Dakar,Dakar Sud,2022-09-01,27.91,28.27,27.54,231.06,83.65,4.02,5.36
DRS Dakar,Dakar Sud,2022-10-01,28.28,28.87,27.72,84.05,80.15,3.13,5.46
DRS Dakar,Dakar Sud,2022-11-01,27.42,28.88,26.02,0.96,68.77,3.8,5.08
DRS Dakar,Dakar Sud,2022-12-01,25.0,26.57,23.43,4.51,71.63,4.6,5.38
DRS Dakar,Dakar Sud,2023-01-01,22.75,24.72,21.15,1.86,69.1,4.64,4.94
DRS Dakar,Dakar Sud,2023-02-01,19.68,21.16,18.79,0.55,82.58,5.71,5.48
DRS Dakar,Dakar Sud,2023-03-01,21.04,22.76,20.1,0.61,86.09,3.75,6.82
DRS Dakar,Dakar Sud,2023-04-01,21.79,23.14,21.06,0.35,86.73,4.68,6.8
DRS Dakar,Dakar Sud,2023-05-01,24.18,24.93,23.57,0.54,86.15,4.6,6.52
DRS Dakar,Dakar Sud,2023-06-01,26.32,26.7,25.95,12.09,84.91,4.55,6.63
DRS Dakar,Dakar Sud,2023-07-01,28.02,28.43,27.6,152.82,83.01,3.77,5.71
DRS Dakar,Dakar Sud,2023-08-01,28.25,28.57,27.92,282.91,84.17,4.22,5.4
DRS Dakar,Dakar Sud,2023-09-01,28.7,29.13,28.25,187.15,81.79,3.25,5.45
DRS Dakar,Dakar Sud,2023-10-01,28.97,29.39,28.56,36.64,79.38,3.05,5.5
DRS Dakar,Dakar Sud,2023-11-01,27.58,28.69,26.48,0.89,73.43,4.19,5.53
DRS Dakar,Dakar Sud,2023-12-01,25.07,27.12,23.37,1.13,69.46,4.96,5.12
DRS Dakar,Dakar Sud,2024-01-01,24.26,26.45,22.61,1.75,72.33,4.34,5.15
DRS Dakar,Dakar Sud,2024-02-01,24.09,26.8,22.36,0.2,70.34,4.67,5.79
DRS Dakar,Dakar Sud,2024-03-01,20.79,21.63,20.15,0.0,86.83,5.32,6.67
DRS Dakar,Dakar Sud,2024-04-01,21.76,23.19,20.98,0.27,85.82,4.6,6.87
DRS Dakar,Dakar Sud,2024-05-01,23.62,24.33,23.11,0.52,87.53,4.31,6.76
DRS Dakar,Dakar Sud,2024-06-01,25.1,25.44,24.7,102.46,86.08,4.38,6.26
DRS Dakar,Dakar Sud,2024-07-01,27.13,27.43,26.8,109.11,85.24,4.37,5.43
DRS Dakar,Dakar Sud,2024-08-01,28.02,28.35,27.7,140.81,84.06,4.63,5.23
DRS Dakar,Dakar Sud,2024-09-01,27.99,28.38,27.58,234.28,83.62,3.99,4.95
DRS Dakar,Dakar Sud,2024-10-01,28.17,28.77,27.63,83.83,82.39,3.36,5.21
DRS Dakar,Dakar Sud,2024-11-01,27.33,28.66,26.09,0.15,76.78,3.51,5.49
DRS Dakar,Dakar Sud,2024-12-01,25.34,27.14,23.74,0.45,63.84,4.96,4.29
DRS Dakar,Diamniadio,2021-01-01,22.52,30.54,16.72,0.1,45.59,3.82,5.13
DRS Dakar,Diamniadio,2021-02-01,23.63,32.93,17.51,4.68,44.03,3.89,5.25
DRS Dakar,Diamniadio,2021-03-01,23.84,33.49,17.48,1.82,54.95,4.23,6.81
DRS Dakar,Diamniadio,2021-04-01,25.22,35.53,18.63,1.57,59.44,4.1,7.11
DRS Dakar,Diamniadio,2021-05-01,25.41,34.03,19.74,2.11,62.51,3.96,6.59
DRS Dakar,Diamniadio,2021-06-01,27.78,33.82,23.46,28.37,67.05,3.15,5.9
DRS Dakar,Diamniadio,2021-07-01,28.26,32.83,24.9,29.37,69.49,3.1,5.92
DRS Dakar,Diamniadio,2021-08-01,27.66,30.78,25.33,248.57,81.24,2.44,5.32
DRS Dakar,Diamniadio,2021-09-01,27.83,31.04,25.39,198.13,82.83,1.86,5.81
DRS Dakar,Diamniadio,2021-10-01,27.87,32.19,24.64,52.53,76.64,1.91,5.32
DRS Dakar,Diamniadio,2021-11-01,27.15,33.27,22.76,5.51,66.61,2.37,5.22
DRS Dakar,Diamniadio,2021-12-01,25.37,32.53,19.81,7.21,49.41,2.86,4.35
DRS Dakar,Diamniadio,2022-01-01,24.81,32.4,18.98,3.96,45.45,3.48,4.85
DRS Dakar,Diamniadio,2022-02-01,24.4,32.84,18.2,3.96,41.42,4.13,5.97
DRS Dakar,Diamniadio,2022-03-01,23.78,33.63,17.24,6.31,51.14,4.51,6.46
DRS Dakar,Diamniadio,2022-04-01,25.37,35.23,18.77,0.43,55.64,4.48,6.99
DRS Dakar,Diamniadio,2022-05-01,27.04,35.78,21.13,22.29,61.39,3.42,6.58
DRS Dakar,Diamniadio,2022-06-01,28.0,33.39,24.13,69.79,70.13,3.2,5.98
DRS Dakar,Diamniadio,2022-07-01,28.2,32.11,25.36,104.12,74.01,3.28,5.59
DRS Dakar,Diamniadio,2022-08-01,27.73,30.62,25.58,208.86,81.16,2.78,5.31
DRS Dakar,Diamniadio,2022-09-01,27.53,30.43,25.38,210.32,83.72,2.27,5.36
DRS Dakar,Diamniadio,2022-10-01,27.68,31.45,24.67,89.55,79.08,1.67,5.46
DRS Dakar,Diamniadio,2022-11-01,25.67,32.33,20.18,2.07,58.34,2.14,5.08
DRS Dakar,Diamniadio,2022-12-01,24.24,31.79,18.32,4.25,54.81,2.84,5.38
DRS Dakar,Diamniadio,2023-01-01,23.46,31.11,17.58,7.13,45.53,3.44,4.94
DRS Dakar,Diamniadio,2023-02-01,23.76,33.06,17.59,2.67,50.79,4.34,5.48
DRS Dakar,Diamniadio,2023-03-01,26.35,36.52,19.41,0.89,50.42,3.27,6.82
DRS Dakar,Diamniadio,2023-04-01,26.79,35.88,20.73,1.94,55.96,4.08,6.8
DRS Dakar,Diamniadio,2023-05-01,28.5,36.52,22.95,1.77,58.31,3.73,6.52
DRS Dakar,Diamniadio,2023-06-01,28.93,35.0,24.73,10.16,65.78,3.71,6.63
DRS Dakar,Diamniadio,2023-07-01,28.81,32.37,26.14,150.5,75.41,2.6,5.71
DRS Dakar,Diamniadio,2023-08-01,28.1,31.02,25.95,269.57,82.5,2.73,5.4
DRS Dakar,Diamniadio,2023-09-01,27.97,30.79,25.81,186.79,83.96,1.9,5.45
DRS Dakar,Diamniadio,2023-10-01,28.18,31.66,25.53,41.41,79.99,1.66,5.5
DRS Dakar,Diamniadio,2023-11-01,26.08,33.25,20.68,1.99,64.33,2.33,5.53
DRS Dakar,Diamniadio,2023-12-01,24.04,32.17,17.85,5.21,48.85,3.0,5.12
DRS Dakar,Diamniadio,2024-01-01,24.43,32.91,18.13,3.55,47.2,2.98,5.15
DRS Dakar,Diamniadio,2024-02-01,26.34,35.82,19.28,0.5,38.81,3.47,5.79
DRS Dakar,Diamniadio,2024-03-01,24.69,34.55,18.34,0.03,58.03,4.18,6.67
DRS Dakar,Diamniadio,2024-04-01,26.97,36.67,20.43,0.32,54.66,3.99,6.87
DRS Dakar,Diamniadio,2024-05-01,28.17,36.9,22.29,0.67,59.32,3.76,6.76
DRS Dakar,Diamniadio,2024-06-01,27.53,33.33,23.24,40.97,68.54,3.43,6.26
DRS Dakar,Diamniadio,2024-07-01,28.11,31.65,25.43,101.02,77.33,3.17,5.43
DRS Dakar,Diamniadio,2024-08-01,28.26,31.36,26.06,136.2,79.89,2.99,5.23
DRS Dakar,Diamniadio,2024-09-01,27.99,31.21,25.64,239.65,81.4,2.43,4.95
DRS Dakar,Diamniadio,2024-10-01,27.94,32.01,24.74,82.45,78.45,1.88,5.21
DRS Dakar,Diamniadio,2024-11-01,27.49,34.38,21.91,0.45,61.27,2.04,5.49
DRS Dakar,Diamniadio,2024-12-01,24.59,31.52,19.18,0.33,45.34,3.21,4.29
DRS Dakar,Guediawaye,2021-01-01,20.77,22.87,19.31,0.16,72.73,5.53,5.13
DRS Dakar,Guediawaye,2021-02-01,19.81,22.05,18.6,2.28,78.49,5.27,5.25
DRS Dakar,Guediawaye,2021-03-01,19.99,21.51,18.97,11.94,82.97,5.69,6.81
DRS Dakar,Guediawaye,2021-04-01,20.58,21.78,19.79,1.15,86.83,5.34,7.11
DRS Dakar,Guediawaye,2021-05-01,21.35,22.29,20.65,1.04,87.25,4.68,6.59
DRS Dakar,Guediawaye,2021-06-01,24.5,25.43,23.75,68.34,86.39,3.81,5.9
DRS Dakar,Guediawaye,2021-07-01,26.27,26.9,25.64,22.4,81.1,4.01,5.92
DRS Dakar,Guediawaye,2021-08-01,27.55,28.02,27.06,291.42,83.69,3.65,5.32
DRS Dakar,Guediawaye,2021-09-01,28.23,28.82,27.73,177.58,82.31,3.22,5.81
DRS Dakar,Guediawaye,2021-10-01,28.13,29.06,27.37,29.26,79.72,3.54,5.32
DRS Dakar,Guediawaye,2021-11-01,26.8,27.99,25.89,8.41,76.67,4.22,5.22
DRS Dakar,Guediawaye,2021-12-01,24.37,26.66,22.83,2.63,73.54,4.63,4.35
DRS Dakar,Guediawaye,2022-01-01,23.93,26.07,22.39,2.12,69.77,5.06,4.85
DRS Dakar,Guediawaye,2022-02-01,22.25,24.71,20.74,1.48,71.65,5.6,5.97
DRS Dakar,Guediawaye,2022-03-01,19.31,20.77,18.34,2.39,83.19,5.79,6.46
DRS Dakar,Guediawaye,2022-04-01,20.39,21.55,19.56,0.33,86.14,5.51,6.99
DRS Dakar,Guediawaye,2022-05-01,22.63,24.05,21.76,6.91,86.63,3.98,6.58
DRS Dakar,Guediawaye,2022-06-01,25.21,26.16,24.49,52.69,86.8,3.77,5.98
DRS Dakar,Guediawaye,2022-07-01,26.78,27.37,26.19,130.08,82.73,4.31,5.59
DRS Dakar,Guediawaye,2022-08-01,27.79,28.21,27.33,200.89,82.44,4.13,5.31
DRS Dakar,Guediawaye,2022-09-01,27.96,28.48,27.44,182.5,83.49,3.82,5.36
DRS Dakar,Guediawaye,2022-10-01,28.19,29.02,27.44,55.53,80.23,3.14,5.46
DRS Dakar,Guediawaye,2022-11-01,27.08,28.93,25.48,0.53,70.09,3.92,5.08
DRS Dakar,Guediawaye,2022-12-01,25.05,26.98,23.42,5.29,70.66,4.83,5.38
DRS Dakar,Guediawaye,2023-01-01,22.8,24.96,21.17,4.42,68.29,4.98,4.94
DRS Dakar,Guediawaye,2023-02-01,19.82,21.24,18.88,2.04,81.78,5.96,5.48
DRS Dakar,Guediawaye,2023-03-01,21.57,23.69,20.32,0.62,83.47,3.94,6.82
DRS Dakar,Guediawaye,2023-04-01,22.25,23.89,21.34,1.09,84.09,4.82,6.8
DRS Dakar,Guediawaye,2023-05-01,24.34,25.45,23.52,0.91,83.41,4.93,6.52
DRS Dakar,Guediawaye,2023-06-01,26.16,26.96,25.5,5.74,83.63,4.49,6.63
DRS Dakar,Guediawaye,2023-07-01,28.0,28.52,27.44,213.99,81.81,3.65,5.71
DRS Dakar,Guediawaye,2023-08-01,28.15,28.58,27.67,324.81,84.07,4.04,5.4
DRS Dakar,Guediawaye,2023-09-01,28.68,29.2,28.19,192.78,81.9,3.28,5.45
DRS Dakar,Guediawaye,2023-10-01,28.85,29.36,28.35,32.87,80.05,3.14,5.5
