DRS,DISTRICT,PERIODE,temperature_moyenne,temperature_max,temperature_min,precipitation,humidite,vent,rayonnement_solaire
DRS Fatick,Dioffior,2022-08-01,27.82,29.08,26.86,263.48,83.14,3.8,4.88
DRS Fatick,Dioffior,2022-09-01,27.81,29.12,26.78,246.87,82.9,3.1,5.53
DRS Fatick,Dioffior,2022-10-01,28.21,30.02,26.66,114.97,78.44,2.23,5.66
DRS Fatick,Dioffior,2022-11-01,26.65,30.22,23.34,2.66,64.47,2.53,5.28
DRS Fatick,Dioffior,2022-12-01,24.51,28.8,20.77,2.73,64.63,3.08,5.44
DRS Fatick,Dioffior,2023-01-01,23.08,27.41,19.41,1.41,58.04,3.56,5.16
DRS Fatick,Dioffior,2023-02-01,22.62,29.47,18.49,0.31,59.58,3.73,5.66
DRS Fatick,Dioffior,2023-03-01,24.19,31.15,20.36,1.62,64.95,3.02,6.84
DRS Fatick,Dioffior,2023-04-01,24.83,30.77,21.36,0.3,67.86,3.58,7.05
DRS Fatick,Dioffior,2023-05-01,26.42,30.77,23.61,1.18,72.11,3.37,6.63
DRS Fatick,Dioffior,2023-06-01,27.61,30.19,25.74,22.88,76.88,4.0,6.62
DRS Fatick,Dioffior,2023-07-01,28.44,29.87,27.3,177.32,80.48,3.28,5.97
DRS Fatick,Dioffior,2023-08-01,28.27,29.52,27.32,294.45,83.7,3.61,5.46
DRS Fatick,Dioffior,2023-09-01,28.55,29.8,27.51,184.89,81.59,2.57,5.59
DRS Fatick,Dioffior,2023-10-01,28.85,30.39,27.57,53.87,78.18,2.32,5.59
DRS Fatick,Dioffior,2023-11-01,27.23,31.19,23.85,2.08,67.05,2.77,5.68
DRS Fatick,Dioffior,2023-12-01,24.51,29.09,20.5,2.23,57.49,3.22,5.24
DRS Fatick,Dioffior,2024-01-01,24.44,29.3,20.42,4.25,58.13,3.18,5.32
DRS Fatick,Dioffior,2024-02-01,25.54,31.86,21.03,0.44,52.51,3.35,5.99
DRS Fatick,Dioffior,2024-03-01,23.07,29.73,19.26,0.04,67.45,3.83,6.6
DRS Fatick,Dioffior,2024-04-01,24.7,30.9,21.05,0.61,67.1,3.44,6.9
DRS Fatick,Dioffior,2024-05-01,26.12,30.81,23.25,1.07,72.74,3.61,6.74
DRS Fatick,Dioffior,2024-06-01,26.35,28.86,24.45,32.81,78.95,3.58,6.48
DRS Fatick,Dioffior,2024-07-01,27.74,29.16,26.62,142.56,82.52,3.84,5.53
DRS Fatick,Dioffior,2024-08-01,28.17,29.46,27.21,203.19,82.52,3.91,5.24
DRS Fatick,Dioffior,2024-09-01,28.12,29.6,27.0,250.65,82.53,3.25,4.77
DRS Fatick,Dioffior,2024-10-01,28.29,30.26,26.65,95.26,79.65,2.45,5.55
DRS Fatick,Dioffior,2024-11-01,27.96,31.65,24.73,0.25,69.27,2.21,5.64
DRS Fatick,Dioffior,2024-12-01,24.58,28.56,21.09,2.72,57.76,3.39,4.49
DRS Fatick,Fatick,2021-01-01,24.26,33.75,17.11,0.0,31.98,3.59,5.45
DRS Fatick,Fatick,2021-02-01,26.08,36.14,18.25,0.0,26.06,3.37,5.52
DRS Fatick,Fatick,2021-03-01,27.03,37.96,18.58,6.48,37.19,3.78,6.91
DRS Fatick,Fatick,2021-04-01,29.18,40.98,20.15,0.0,40.41,3.76,7.27
DRS Fatick,Fatick,2021-05-01,29.22,40.09,20.78,0.32,45.3,3.97,6.85
DRS Fatick,Fatick,2021-06-01,30.32,38.04,24.09,49.78,55.32,3.36,6.24
DRS Fatick,Fatick,2021-07-01,29.65,35.84,24.81,39.09,62.25,3.08,6.31
DRS Fatick,Fatick,2021-08-01,27.51,31.49,24.44,320.9,82.49,1.95,5.61
DRS Fatick,Fatick,2021-09-01,27.55,31.47,24.37,193.98,83.86,1.51,5.91
DRS Fatick,Fatick,2021-10-01,27.95,33.55,23.71,41.13,74.17,1.54,5.47
DRS Fatick,Fatick,2021-11-01,27.67,34.98,21.85,2.96,56.83,1.84,5.43
DRS Fatick,Fatick,2021-12-01,26.03,34.1,19.64,0.06,39.11,2.59,4.73
DRS Fatick,Fatick,2022-01-01,25.59,34.64,18.45,0.0,31.91,3.17,5.17
DRS Fatick,Fatick,2022-02-01,26.06,36.21,18.12,0.0,27.18,3.75,6.15
DRS Fatick,Fatick,2022-03-01,27.15,38.16,18.39,0.0,32.6,3.94,6.56
DRS Fatick,Fatick,2022-04-01,29.37,40.56,20.45,0.0,37.59,4.17,7.06
DRS Fatick,Fatick,2022-05-01,30.54,40.56,22.37,18.19,44.7,3.43,6.83
DRS Fatick,Fatick,2022-06-01,29.93,36.94,24.49,65.5,60.2,3.48,6.21
DRS Fatick,Fatick,2022-07-01,29.1,34.26,25.0,155.53,69.19,3.01,5.83
DRS Fatick,Fatick,2022-08-01,27.43,31.27,24.48,260.68,82.88,2.21,4.88
DRS Fatick,Fatick,2022-09-01,27.15,30.83,24.26,257.51,85.96,1.67,5.53
DRS Fatick,Fatick,2022-10-01,27.25,31.96,23.56,84.65,79.98,1.35,5.66
DRS Fatick,Fatick,2022-11-01,25.32,33.31,19.02,0.0,54.49,1.8,5.28
DRS Fatick,Fatick,2022-12-01,24.3,33.26,17.38,5.09,48.3,2.44,5.44
DRS Fatick,Fatick,2023-01-01,24.09,33.23,17.12,0.02,36.02,3.15,5.16
DRS Fatick,Fatick,2023-02-01,26.31,36.26,18.68,0.0,33.31,3.68,5.66
DRS Fatick,Fatick,2023-03-01,29.19,39.9,20.52,0.0,32.7,3.1,6.84
DRS Fatick,Fatick,2023-04-01,30.27,40.44,22.18,0.0,38.88,3.85,7.05
DRS Fatick,Fatick,2023-05-01,31.73,40.79,24.26,0.16,42.62,3.63,6.63
DRS Fatick,Fatick,2023-06-01,31.45,39.48,25.15,15.45,52.96,3.86,6.62
DRS Fatick,Fatick,2023-07-01,29.38,34.21,25.65,146.3,71.98,2.43,5.97
DRS Fatick,Fatick,2023-08-01,28.25,32.37,25.08,310.63,81.38,2.36,5.46
DRS Fatick,Fatick,2023-09-01,27.52,31.02,24.74,183.96,85.86,1.52,5.59
DRS Fatick,Fatick,2023-10-01,27.92,32.43,24.37,31.09,79.23,1.3,5.59
DRS Fatick,Fatick,2023-11-01,26.45,35.54,19.27,0.15,51.56,1.9,5.68
DRS Fatick,Fatick,2023-12-01,24.63,34.2,17.13,0.0,34.14,2.59,5.24
DRS Fatick,Fatick,2024-01-01,25.14,35.26,17.39,0.0,33.48,2.71,5.32
DRS Fatick,Fatick,2024-02-01,27.58,38.42,18.98,0.0,24.94,3.21,5.99
DRS Fatick,Fatick,2024-03-01,27.96,39.45,19.22,0.0,39.16,3.69,6.6
DRS Fatick,Fatick,2024-04-01,30.74,41.87,21.86,0.12,37.7,3.77,6.9
DRS Fatick,Fatick,2024-05-01,31.87,42.26,23.43,0.35,41.7,3.72,6.74
DRS Fatick,Fatick,2024-06-01,29.25,37.1,23.18,100.19,60.99,3.52,6.48
DRS Fatick,Fatick,2024-07-01,28.75,33.66,24.94,118.37,74.29,2.98,5.53
DRS Fatick,Fatick,2024-08-01,28.29,32.56,25.06,146.35,79.53,2.49,5.24
DRS Fatick,Fatick,2024-09-01,27.86,31.92,24.69,235.44,81.24,2.0,4.77
DRS Fatick,Fatick,2024-10-01,28.03,33.29,23.93,82.48,75.2,1.56,5.55
DRS Fatick,Fatick,2024-11-01,27.79,36.31,20.97,0.0,51.9,1.86,5.64
DRS Fatick,Fatick,2024-12-01,24.94,33.26,18.62,0.65,35.67,2.89,4.49
DRS Fatick,Foundiougne,2021-01-01,23.92,33.02,16.68,0.0,39.02,3.06,5.45
DRS Fatick,Foundiougne,2021-02-01,25.97,35.53,18.18,0.0,31.46,2.85,5.52
DRS Fatick,Foundiougne,2021-03-01,27.13,37.42,18.95,2.76,39.4,3.29,6.91
DRS Fatick,Foundiougne,2021-04-01,29.15,40.06,20.64,0.0,43.69,3.09,7.27
DRS Fatick,Foundiougne,2021-05-01,28.97,38.89,21.4,0.56,48.23,3.51,6.85
DRS Fatick,Foundiougne,2021-06-01,29.45,36.09,24.42,74.38,62.07,3.08,6.24
DRS Fatick,Foundiougne,2021-07-01,28.38,33.05,24.91,85.68,72.79,2.62,6.31
DRS Fatick,Foundiougne,2021-08-01,27.1,30.36,24.65,345.45,85.74,1.97,5.61
DRS Fatick,Foundiougne,2021-09-01,27.32,30.65,24.62,245.94,85.84,1.45,5.91
DRS Fatick,Foundiougne,2021-10-01,27.31,31.59,23.93,69.27,80.57,1.44,5.47
DRS Fatick,Foundiougne,2021-11-01,26.62,32.4,21.73,3.02,68.58,1.58,5.43
DRS Fatick,Foundiougne,2021-12-01,25.1,32.2,19.03,0.01,50.94,2.21,4.73
DRS Fatick,Foundiougne,2022-01-01,24.62,33.13,17.75,0.0,42.16,2.69,5.17
DRS Fatick,Foundiougne,2022-02-01,25.53,35.23,17.65,0.0,34.06,3.21,6.15
DRS Fatick,Foundiougne,2022-03-01,27.11,37.41,18.79,0.0,35.02,3.36,6.56
DRS Fatick,Foundiougne,2022-04-01,29.33,39.66,20.99,0.0,39.55,3.47,7.06
DRS Fatick,Foundiougne,2022-05-01,29.7,38.87,22.54,41.49,51.12,3.09,6.83
DRS Fatick,Foundiougne,2022-06-01,28.76,34.52,24.48,77.02,69.0,3.03,6.21
DRS Fatick,Foundiougne,2022-07-01,28.05,32.08,25.01,183.71,77.26,2.66,5.83
DRS Fatick,Foundiougne,2022-08-01,26.98,30.13,24.67,324.63,86.71,2.18,4.88
DRS Fatick,Foundiougne,2022-09-01,26.96,30.12,24.48,284.48,87.18,1.72,5.53
DRS Fatick,Foundiougne,2022-10-01,27.17,31.13,23.92,122.86,82.14,1.34,5.66
DRS Fatick,Foundiougne,2022-11-01,24.8,31.56,19.23,0.0,63.62,1.67,5.28
DRS Fatick,Foundiougne,2022-12-01,23.57,31.37,17.1,2.54,58.97,2.12,5.44
DRS Fatick,Foundiougne,2023-01-01,22.96,31.3,16.29,0.0,47.59,2.68,5.16
DRS Fatick,Foundiougne,2023-02-01,25.59,34.93,18.29,0.0,40.77,2.94,5.66
DRS Fatick,Foundiougne,2023-03-01,28.14,38.54,20.04,0.0,42.18,2.64,6.84
DRS Fatick,Foundiougne,2023-04-01,29.97,39.45,22.48,0.0,42.74,3.3,7.05
DRS Fatick,Foundiougne,2023-05-01,31.03,39.22,24.5,0.41,48.27,3.15,6.63
DRS Fatick,Foundiougne,2023-06-01,30.31,37.07,25.28,33.53,60.7,3.47,6.62
DRS Fatick,Foundiougne,2023-07-01,28.6,32.52,25.71,201.25,78.47,2.19,5.97
DRS Fatick,Foundiougne,2023-08-01,27.7,30.98,25.27,355.73,85.81,2.21,5.46
DRS Fatick,Foundiougne,2023-09-01,27.53,30.51,25.14,191.46,86.41,1.51,5.59
DRS Fatick,Foundiougne,2023-10-01,27.76,31.44,24.83,50.31,82.51,1.31,5.59
DRS Fatick,Foundiougne,2023-11-01,25.92,33.2,19.57,0.4,61.32,1.67,5.68
DRS Fatick,Foundiougne,2023-12-01,23.64,31.8,16.65,0.0,45.16,2.19,5.24
DRS Fatick,Foundiougne,2024-01-01,24.36,33.58,16.8,0.0,43.74,2.35,5.32
DRS Fatick,Foundiougne,2024-02-01,26.89,37.24,18.37,0.0,33.71,2.71,5.99
DRS Fatick,Foundiougne,2024-03-01,27.92,38.65,19.54,0.0,41.4,3.2,6.6
DRS Fatick,Foundiougne,2024-04-01,30.44,40.7,22.3,0.27,41.32,3.21,6.9
DRS Fatick,Foundiougne,2024-05-01,31.18,40.65,23.91,1.16,47.42,3.38,6.74
DRS Fatick,Foundiougne,2024-06-01,28.84,35.61,23.75,78.68,65.16,3.24,6.48
DRS Fatick,Foundiougne,2024-07-01,27.97,31.74,25.16,171.29,81.07,2.73,5.53
DRS Fatick,Foundiougne,2024-08-01,27.63,31.03,25.21,247.13,84.97,2.34,5.24
DRS Fatick,Foundiougne,2024-09-01,27.49,30.82,24.96,259.72,85.26,1.91,4.77
DRS Fatick,Foundiougne,2024-10-01,27.48,31.56,24.24,110.3,81.19,1.47,5.55
DRS Fatick,Foundiougne,2024-11-01,26.88,33.92,21.05,0.0,64.02,1.61,5.64
DRS Fatick,Foundiougne,2024-12-01,23.76,31.48,17.71,2.16,48.09,2.43,4.49
DRS Fatick,Gossas,2021-01-01,24.26,33.75,17.11,0.0,31.98,3.59,5.45
DRS Fatick,Gossas,2021-02-01,26.08,36.14,18.25,0.0,26.06,3.37,5.52
DRS Fatick,Gossas,2021-03-01,27.03,37.96,18.58,6.48,37.19,3.78,6.91
DRS Fatick,Gossas,2021-04-01,29.18,40.98,20.15,0.0,40.41,3.76,7.27
DRS Fatick,Gossas,2021-05-01,29.22,40.09,20.78,0.32,45.3,3.97,6.85
DRS Fatick,Gossas,2021-06-01,30.32,38.04,24.09,49.78,55.32,3.36,6.24
DRS Fatick,Gossas,2021-07-01,29.65,35.84,24.81,39.09,62.25,3.08,6.31
DRS Fatick,Gossas,2021-08-01,27.51,31.49,24.44,320.9,82.49,1.95,5.61
DRS Fatick,Gossas,2021-09-01,27.55,31.47,24.37,193.98,83.86,1.51,5.91
DRS Fatick,Gossas,2021-10-01,27.95,33.55,23.71,41.13,74.17,1.54,5.47
DRS Fatick,Gossas,2021-11-01,27.67,34.98,21.85,2.96,56.83,1.84,5.43
DRS Fatick,Gossas,2021-12-01,26.03,34.1,19.64,0.06,39.11,2.59,4.73
DRS Fatick,Gossas,2022-01-01,25.59,34.64,18.45,0.0,31.91,3.17,5.17
DRS Fatick,Gossas,2022-02-01,26.06,36.21,18.12,0.0,27.18,3.75,6.15
DRS Fatick,Gossas,2022-03-01,27.15,38.16,18.39,0.0,32.6,3.94,6.56
DRS Fatick,Gossas,2022-04-01,29.37,40.56,20.45,0.0,37.59,4.17,7.06
DRS Fatick,Gossas,2022-05-01,30.54,40.56,22.37,18.19,44.7,3.43,6.83
DRS Fatick,Gossas,2022-06-01,29.93,36.94,24.49,65.5,60.2,3.48,6.21
DRS Fatick,Gossas,2022-07-01,29.1,34.26,25.0,155.53,69.19,3.01,5.83
DRS Fatick,Gossas,2022-08-01,27.43,31.27,24.48,260.68,82.88,2.21,4.88
DRS Fatick,Gossas,2022-09-01,27.15,30.83,24.26,257.51,85.96,1.67,5.53
DRS Fatick,Gossas,2022-10-01,27.25,31.96,23.56,84.65,79.98,1.35,5.66
DRS Fatick,Gossas,2022-11-01,25.32,33.31,19.02,0.0,54.49,1.8,5.28
DRS Fatick,Gossas,2022-12-01,24.3,33.26,17.38,5.09,48.3,2.44,5.44
DRS Fatick,Gossas,2023-01-01,24.09,33.23,17.12,0.02,36.02,3.15,5.16
DRS Fatick,Gossas,2023-02-01,26.31,36.26,18.68,0.0,33.31,3.68,5.66
DRS Fatick,Gossas,2023-03-01,29.19,39.9,20.52,0.0,32.7,3.1,6.84
DRS Fatick,Gossas,2023-04-01,30.27,40.44,22.18,0.0,38.88,3.85,7.05
DRS Fatick,Gossas,2023-05-01,31.73,40.79,24.26,0.16,42.62,3.63,6.63
DRS Fatick,Gossas,2023-06-01,31.45,39.48,25.15,15.45,52.96,3.86,6.62
DRS Fatick,Gossas,2023-07-01,29.38,34.21,25.65,146.3,71.98,2.43,5.97
DRS Fatick,Gossas,2023-08-01,28.25,32.37,25.08,310.63,81.38,2.36,5.46
DRS Fatick,Gossas,2023-09-01,27.52,31.02,24.74,183.96,85.86,1.52,5.59
DRS Fatick,Gossas,2023-10-01,27.92,32.43,24.37,31.09,79.23,1.3,5.59
DRS Fatick,Gossas,2023-11-01,26.45,35.54,19.27,0.15,51.56,1.9,5.68
DRS Fatick,Gossas,2023-12-01,24.63,34.2,17.13,0.0,34.14,2.59,5.24
DRS Fatick,Gossas,2024-01-01,25.14,35.26,17.39,0.0,33.48,2.71,5.32
DRS Fatick,Gossas,2024-02-01,27.58,38.42,18.98,0.0,24.94,3.21,5.99
DRS Fatick,Gossas,2024-03-01,27.96,39.45,19.22,0.0,39.16,3.69,6.6
DRS Fatick,Gossas,2024-04-01,30.74,41.87,21.86,0.12,37.7,3.77,6.9
DRS Fatick,Gossas,2024-05-01,31.87,42.26,23.43,0.35,41.7,3.72,6.74
DRS Fatick,Gossas,2024-06-01,29.25,37.1,23.18,100.19,60.99,3.52,6.48
DRS Fatick,Gossas,2024-07-01,28.75,33.66,24.94,118.37,74.29,2.98,5.53
DRS Fatick,Gossas,2024-08-01,28.29,32.56,25.06,146.35,79.53,2.49,5.24
DRS Fatick,Gossas,2024-09-01,27.86,31.92,24.69,235.44,81.24,2.0,4.77
DRS Fatick,Gossas,2024-10-01,28.03,33.29,23.93,82.48,75.2,1.56,5.55
DRS Fatick,Gossas,2024-11-01,27.79,36.31,20.97,0.0,51.9,1.86,5.64
DRS Fatick,Gossas,2024-12-01,24.94,33.26,18.62,0.65,35.67,2.89,4.49
DRS Fatick,Niakhar,2021-01-01,24.26,33.75,17.11,0.0,31.98,3.59,5.45
DRS Fatick,Niakhar,2021-02-01,26.08,36.14,18.25,0.0,26.06,3.37,5.52
DRS Fatick,Niakhar,2021-03-01,27.03,37.96,18.58,6.48,37.19,3.78,6.91
DRS Fatick,Niakhar,2021-04-01,29.18,40.98,20.15,0.0,40.41,3.76,7.27
DRS Fatick,Niakhar,2021-05-01,29.22,40.09,20.78,0.32,45.3,3.97,6.85
DRS Fatick,Niakhar,2021-06-01,30.32,38.04,24.09,49.78,55.32,3.36,6.24
DRS Fatick,Niakhar,2021-07-01,29.65,35.84,24.81,39.09,62.25,3.08,6.31
DRS Fatick,Niakhar,2021-08-01,27.51,31.49,24.44,320.9,82.49,1.95,5.61
DRS Fatick,Niakhar,2021-09-01,27.55,31.47,24.37,193.98,83.86,1.51,5.91
DRS Fatick,Niakhar,2021-10-01,27.95,33.55,23.71,41.13,74.17,1.54,5.47
DRS Fatick,Niakhar,2021-11-01,27.67,34.98,21.85,2.96,56.83,1.84,5.43
DRS Fatick,Niakhar,2021-12-01,26.03,34.1,19.64,0.06,39.11,2.59,4.73
DRS Fatick,Niakhar,2022-01-01,25.59,34.64,18.45,0.0,31.91,3.17,5.17
DRS Fatick,Niakhar,2022-02-01,26.06,36.21,18.12,0.0,27.18,3.75,6.15
DRS Fatick,Niakhar,2022-03-01,27.15,38.16,18.39,0.0,32.6,3.94,6.56
DRS Fatick,Niakhar,2022-04-01,29.37,40.56,20.45,0.0,37.59,4.17,7.06
DRS Fatick,Niakhar,2022-05-01,30.54,40.56,22.37,18.19,44.7,3.43,6.83
DRS Fatick,Niakhar,2022-06-01,29.93,36.94,24.49,65.5,60.2,3.48,6.21
DRS Fatick,Niakhar,2022-07-01,29.1,34.26,25.0,155.53,69.19,3.01,5.83
DRS Fatick,Niakhar,2022-08-01,27.43,31.27,24.48,260.68,82.88,2.21,4.88
DRS Fatick,Niakhar,2022-09-01,27.15,30.83,24.26,257.51,85.96,1.67,5.53
DRS Fatick,Niakhar,2022-10-01,27.25,31.96,23.56,84.65,79.98,1.35,5.66
DRS Fatick,Niakhar,2022-11-01,25.32,33.31,19.02,0.0,54.49,1.8,5.28
DRS Fatick,Niakhar,2022-12-01,24.3,33.26,17.38,5.09,48.3,2.44,5.44
DRS Fatick,Niakhar,2023-01-01,24.09,33.23,17.12,0.02,36.02,3.15,5.16
DRS Fatick,Niakhar,2023-02-01,26.31,36.26,18.68,0.0,33.31,3.68,5.66
DRS Fatick,Niakhar,2023-03-01,29.19,39.9,20.52,0.0,32.7,3.1,6.84
DRS Fatick,Niakhar,2023-04-01,30.27,40.44,22.18,0.0,38.88,3.85,7.05
DRS Fatick,Niakhar,2023-05-01,31.73,40.79,24.26,0.16,42.62,3.63,6.63
DRS Fatick,Niakhar,2023-06-01,31.45,39.48,25.15,15.45,52.96,3.86,6.62
DRS Fatick,Niakhar,2023-07-01,29.38,34.21,25.65,146.3,71.98,2.43,5.97
DRS Fatick,Niakhar,2023-08-01,28.25,32.37,25.08,310.63,81.38,2.36,5.46
DRS Fatick,Niakhar,2023-09-01,27.52,31.02,24.74,183.96,85.86,1.52,5.59
DRS Fatick,Niakhar,2023-10-01,27.92,32.43,24.37,31.09,79.23,1.3,5.59
DRS Fatick,Niakhar,2023-11-01,26.45,35.54,19.27,0.15,51.56,1.9,5.68
DRS Fatick,Niakhar,2023-12-01,24.63,34.2,17.13,0.0,34.14,2.59,5.24
DRS Fatick,Niakhar,2024-01-01,25.14,35.26,17.39,0.0,33.48,2.71,5.32
DRS Fatick,Niakhar,2024-02-01,27.58,38.42,18.98,0.0,24.94,3.21,5.99
DRS Fatick,Niakhar,2024-03-01,27.96,39.45,19.22,0.0,39.16,3.69,6.6
DRS Fatick,Niakhar,2024-04-01,30.74,41.87,21.86,0.12,37.7,3.77,6.9
DRS Fatick,Niakhar,2024-05-01,31.87,42.26,23.43,0.35,41.7,3.72,6.74
DRS Fatick,Niakhar,2024-06-01,29.25,37.1,23.18,100.19,60.99,3.52,6.48
DRS Fatick,Niakhar,2024-07-01,28.75,33.66,24.94,118.37,74.29,2.98,5.53
DRS Fatick,Niakhar,2024-08-01,28.29,32.56,25.06,146.35,79.53,2.49,5.24
DRS Fatick,Niakhar,2024-09-01,27.86,31.92,24.69,235.44,81.24,2.0,4.77
DRS Fatick,Niakhar,2024-10-01,28.03,33.29,23.93,82.48,75.2,1.56,5.55
DRS Fatick,Niakhar,2024-11-01,27.79,36.31,20.97,0.0,51.9,1.86,5.64
DRS Fatick,Niakhar,2024-12-01,24.94,33.26,18.62,0.65,35.67,2.89,4.49
DRS Fatick,Passy,2021-01-01,23.92,33.02,16.68,0.0,39.02,3.06,5.54
DRS Fatick,Passy,2021-02-01,25.97,35.53,18.18,0.0,31.46,2.85,5.49
DRS Fatick,Passy,2021-03-01,27.13,37.42,18.95,2.76,39.4,3.29,6.91
DRS Fatick,Passy,2021-04-01,29.15,40.06,20.64,0.0,43.69,3.09,7.23
DRS Fatick,Passy,2021-05-01,28.97,38.89,21.4,0.56,48.23,3.51,6.62
DRS Fatick,Passy,2021-06-01,29.45,36.09,24.42,74.38,62.07,3.08,5.66
DRS Fatick,Passy,2021-07-01,28.38,33.05,24.91,85.68,72.79,2.62,5.66
DRS Fatick,Passy,2021-08-01,27.1,30.36,24.65,345.45,85.74,1.97,5.04
DRS Fatick,Passy,2021-09-01,27.32,30.65,24.62,245.94,85.84,1.45,5.54
DRS Fatick,Passy,2021-10-01,27.31,31.59,23.93,69.27,80.57,1.44,5.11
DRS Fatick,Passy,2021-11-01,26.62,32.4,21.73,3.02,68.58,1.58,5.48
DRS Fatick,Passy,2021-12-01,25.1,32.2,19.03,0.01,50.94,2.21,4.94
DRS Fatick,Passy,2022-01-01,24.62,33.13,17.75,0.0,42.16,2.69,5.29
DRS Fatick,Passy,2022-02-01,25.53,35.23,17.65,0.0,34.06,3.21,6.3
DRS Fatick,Passy,2022-03-01,27.11,37.41,18.79,0.0,35.02,3.36,6.54
DRS Fatick,Passy,2022-04-01,29.33,39.66,20.99,0.0,39.55,3.47,6.8
DRS Fatick,Passy,2022-05-01,29.7,38.87,22.54,41.49,51.12,3.09,6.5
DRS Fatick,Passy,2022-06-01,28.76,34.52,24.48,77.02,69.0,3.03,5.62
DRS Fatick,Passy,2022-07-01,28.05,32.08,25.01,183.71,77.26,2.66,5.1
DRS Fatick,Passy,2022-08-01,26.98,30.13,24.67,324.63,86.71,2.18,4.61
DRS Fatick,Passy,2022-09-01,26.96,30.12,24.48,284.48,87.18,1.72,5.19
DRS Fatick,Passy,2022-10-01,27.17,31.13,23.92,122.86,82.14,1.34,5.39
DRS Fatick,Passy,2022-11-01,24.8,31.56,19.23,0.0,63.62,1.67,5.34
DRS Fatick,Passy,2022-12-01,23.57,31.37,17.1,2.54,58.97,2.12,5.37
DRS Fatick,Passy,2023-01-01,22.96,31.3,16.29,0.0,47.59,2.68,5.47
DRS Fatick,Passy,2023-02-01,25.59,34.93,18.29,0.0,40.77,2.94,5.69
DRS Fatick,Passy,2023-03-01,28.14,38.54,20.04,0.0,42.18,2.64,6.9
DRS Fatick,Passy,2023-04-01,29.97,39.45,22.48,0.0,42.74,3.3,6.79
DRS Fatick,Passy,2023-05-01,31.03,39.22,24.5,0.41,48.27,3.15,6.05
DRS Fatick,Passy,2023-06-01,30.31,37.07,25.28,33.53,60.7,3.47,6.01
DRS Fatick,Passy,2023-07-01,28.6,32.52,25.71,201.25,78.47,2.19,5.36
DRS Fatick,Passy,2023-08-01,27.7,30.98,25.27,355.73,85.81,2.21,4.89
DRS Fatick,Passy,2023-09-01,27.53,30.51,25.14,191.46,86.41,1.51,5.34
DRS Fatick,Passy,2023-10-01,27.76,31.44,24.83,50.31,82.51,1.31,5.37
DRS Fatick,Passy,2023-11-01,25.92,33.2,19.57,0.4,61.32,1.67,5.71
DRS Fatick,Passy,2023-12-01,23.64,31.8,16.65,0.0,45.16,2.19,5.29
DRS Fatick,Passy,2024-01-01,24.36,33.58,16.8,0.0,43.74,2.35,5.32
DRS Fatick,Passy,2024-02-01,26.89,37.24,18.37,0.0,33.71,2.71,6.11
DRS Fatick,Passy,2024-03-01,27.92,38.65,19.54,0.0,41.4,3.2,6.78
DRS Fatick,Passy,2024-04-01,30.44,40.7,22.3,0.27,41.32,3.21,6.68
DRS Fatick,Passy,2024-05-01,31.18,40.65,23.91,1.16,47.42,3.38,6.64
DRS Fatick,Passy,2024-06-01,28.84,35.61,23.75,78.68,65.16,3.24,5.98
DRS Fatick,Passy,2024-07-01,27.97,31.74,25.16,171.29,81.07,2.73,4.71
DRS Fatick,Passy,2024-08-01,27.63,31.03,25.21,247.13,84.97,2.34,4.77
DRS Fatick,Passy,2024-09-01,27.49,30.82,24.96,259.72,85.26,1.91,4.66
DRS Fatick,Passy,2024-10-01,27.48,31.56,24.24,110.3,81.19,1.47,5.22
DRS Fatick,Passy,2024-11-01,26.88,33.92,21.05,0.0,64.02,1.61,5.64
DRS Fatick,Passy,2024-12-01,23.76,31.48,17.71,2.16,48.09,2.43,4.63
DRS Fatick,Sokone,2021-01-01,23.92,33.02,16.68,0.0,39.02,3.06,5.54
DRS Fatick,Sokone,2021-02-01,25.97,35.53,18.18,0.0,31.46,2.85,5.49
DRS Fatick,Sokone,2021-03-01,27.13,37.42,18.95,2.76,39.4,3.29,6.91
DRS Fatick,Sokone,2021-04-01,29.15,40.06,20.64,0.0,43.69,3.09,7.23
DRS Fatick,Sokone,2021-05-01,28.97,38.89,21.4,0.56,48.23,3.51,6.62
DRS Fatick,Sokone,2021-06-01,29.45,36.09,24.42,74.38,62.07,3.08,5.66
DRS Fatick,Sokone,2021-07-01,28.38,33.05,24.91,85.68,72.79,2.62,5.66
DRS Fatick,Sokone,2021-08-01,27.1,30.36,24.65,345.45,85.74,1.97,5.04
DRS Fatick,Sokone,2021-09-01,27.32,30.65,24.62,245.94,85.84,1.45,5.54
DRS Fatick,Sokone,2021-10-01,27.31,31.59,23.93,69.27,80.57,1.44,5.11
DRS Fatick,Sokone,2021-11-01,26.62,32.4,21.73,3.02,68.58,1.58,5.48
DRS Fatick,Sokone,2021-12-01,25.1,32.2,19.03,0.01,50.94,2.21,4.94
DRS Fatick,Sokone,2022-01-01,24.62,33.13,17.75,0.0,42.16,2.69,5.29
DRS Fatick,Sokone,2022-02-01,25.53,35.23,17.65,0.0,34.06,3.21,6.3
DRS Fatick,Sokone,2022-03-01,27.11,37.41,18.79,0.0,35.02,3.36,6.54
DRS Fatick,Sokone,2022-04-01,29.33,39.66,20.99,0.0,39.55,3.47,6.8
DRS Fatick,Sokone,2022-05-01,29.7,38.87,22.54,41.49,51.12,3.09,6.5
DRS Fatick,Sokone,2022-06-01,28.76,34.52,24.48,77.02,69.0,3.03,5.62
